record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason,good_units,defect_rate,scrap_rate
512,2025-02-26,Afternoon,Line C,Product Beta,1051,61,17,44.74,Assembly Error,Changeover,973,0.058,0.0162
513,2025-02-26,Night,Line C,Product Beta,963,55,15,48.29,Coating Defect,Material Shortage,893,0.0571,0.0156
514,2025-02-27,Morning,Line A,Product Delta,1511,82,20,21.67,Dimensional Error,Changeover,1409,0.0543,0.0132
515,2025-02-27,Afternoon,Line A,Product Gamma,1385,29,4,17.5,Coating Defect,Maintenance,1352,0.0209,0.0029
516,2025-02-27,Night,Line A,Product Delta,1446,77,23,74.28,Assembly Error,Changeover,1346,0.0533,0.0159
517,2025-02-27,Morning,Line B,Product Beta,1218,63,7,13.49,Surface Defect,,1148,0.0517,0.0057
518,2025-02-27,Afternoon,Line B,Product Alpha,1204,35,8,78.06,Assembly Error,Mechanical Failure,1161,0.0291,0.0066
519,2025-02-27,Night,Line B,Product Alpha,1136,62,14,45.29,Dimensional Error,Material Shortage,1060,0.0546,0.0123
520,2025-02-27,Morning,Line C,Product Beta,1060,19,3,74.68,Surface Defect,Maintenance,1038,0.0179,0.0028
521,2025-02-27,Afternoon,Line C,Product Delta,1062,67,15,13.17,Dimensional Error,,980,0.0631,0.0141
522,2025-02-27,Night,Line C,Product Gamma,1005,32,6,20.56,Assembly Error,Maintenance,967,0.0318,0.006
523,2025-02-28,Morning,Line A,Product Beta,1441,50,5,35.9,Surface Defect,Changeover,1386,0.0347,0.0035
524,2025-02-28,Afternoon,Line A,Product Delta,1489,59,13,12.65,Surface Defect,,1417,0.0396,0.0087
525,2025-02-28,Night,Line A,Product Delta,1312,53,16,25.22,Surface Defect,Mechanical Failure,1243,0.0404,0.0122
526,2025-02-28,Morning,Line B,Product Gamma,1340,78,9,68.19,Assembly Error,Mechanical Failure,1253,0.0582,0.0067
527,2025-02-28,Afternoon,Line B,Product Beta,1320,35,8,73.37,Surface Defect,Material Shortage,1277,0.0265,0.0061
528,2025-02-28,Night,Line B,Product Beta,1087,66,13,69.1,Coating Defect,Quality Issue,1008,0.0607,0.012
529,2025-02-28,Morning,Line C,Product Gamma,1090,53,5,43.31,Surface Defect,Quality Issue,1032,0.0486,0.0046
530,2025-02-28,Afternoon,Line C,Product Alpha,1142,39,9,15.92,Surface Defect,Maintenance,1094,0.0342,0.0079
531,2025-02-28,Night,Line C,Product Gamma,1120,42,11,32.91,Surface Defect,Mechanical Failure,1067,0.0375,0.0098
532,2025-03-01,Morning,Line A,Product Alpha,1568,93,13,56.66,Assembly Error,Quality Issue,1462,0.0593,0.0083
533,2025-03-01,Afternoon,Line A,Product Gamma,1470,62,13,12.56,Coating Defect,,1395,0.0422,0.0088
534,2025-03-01,Night,Line A,Product Gamma,1390,23,5,36.21,Surface Defect,Maintenance,1362,0.0165,0.0036
535,2025-03-01,Morning,Line B,Product Gamma,1332,60,10,68.31,Dimensional Error,Maintenance,1262,0.045,0.0075
536,2025-03-01,Afternoon,Line B,Product Beta,1297,82,18,41.37,Assembly Error,Changeover,1197,0.0632,0.0139
537,2025-03-01,Night,Line B,Product Alpha,1243,27,6,71.46,Dimensional Error,Material Shortage,1210,0.0217,0.0048
538,2025-03-01,Morning,Line C,Product Gamma,1120,42,5,79.94,Surface Defect,Quality Issue,1073,0.0375,0.0045
539,2025-03-01,Afternoon,Line C,Product Alpha,1062,53,12,45.4,Dimensional Error,Material Shortage,997,0.0499,0.0113
540,2025-03-01,Night,Line C,Product Delta,1029,35,4,38.38,Assembly Error,Material Shortage,990,0.034,0.0039
541,2025-03-02,Morning,Line A,Product Alpha,1434,33,3,15.28,Surface Defect,Material Shortage,1398,0.023,0.0021
542,2025-03-02,Afternoon,Line A,Product Gamma,1372,79,9,8.72,Surface Defect,,1284,0.0576,0.0066
543,2025-03-02,Night,Line A,Product Delta,1358,39,10,21.63,Surface Defect,Maintenance,1309,0.0287,0.0074
544,2025-03-02,Morning,Line B,Product Beta,1324,41,3,53.49,Coating Defect,Mechanical Failure,1280,0.031,0.0023
545,2025-03-02,Afternoon,Line B,Product Gamma,1288,31,9,23.49,Assembly Error,Maintenance,1248,0.0241,0.007
546,2025-03-02,Night,Line B,Product Beta,1252,32,6,35.42,Surface Defect,Mechanical Failure,1214,0.0256,0.0048
547,2025-03-02,Morning,Line C,Product Gamma,1070,46,10,61.37,Coating Defect,Quality Issue,1014,0.043,0.0093
548,2025-03-02,Afternoon,Line C,Product Beta,1187,26,3,22.12,Surface Defect,Maintenance,1158,0.0219,0.0025
549,2025-03-02,Night,Line C,Product Delta,1078,62,8,32.16,Surface Defect,Mechanical Failure,1008,0.0575,0.0074
550,2025-03-03,Morning,Line A,Product Gamma,1479,45,7,67.95,Coating Defect,Material Shortage,1427,0.0304,0.0047
551,2025-03-03,Afternoon,Line A,Product Delta,1511,68,8,76.11,Coating Defect,Material Shortage,1435,0.045,0.0053
552,2025-03-03,Night,Line A,Product Delta,1329,52,13,76.11,Coating Defect,Material Shortage,1264,0.0391,0.0098
553,2025-03-03,Morning,Line B,Product Delta,1240,74,17,52.91,Surface Defect,Maintenance,1149,0.0597,0.0137
554,2025-03-03,Afternoon,Line B,Product Beta,1318,30,6,78.96,Assembly Error,Quality Issue,1282,0.0228,0.0046
555,2025-03-03,Night,Line B,Product Beta,1137,25,2,57.71,Assembly Error,Maintenance,1110,0.022,0.0018
556,2025-03-03,Morning,Line C,Product Alpha,1045,19,3,31.37,Dimensional Error,Material Shortage,1023,0.0182,0.0029
557,2025-03-03,Afternoon,Line C,Product Delta,1075,50,5,22.66,Coating Defect,Changeover,1020,0.0465,0.0047
558,2025-03-03,Night,Line C,Product Beta,1092,48,13,44.2,Surface Defect,Maintenance,1031,0.044,0.0119
559,2025-03-04,Morning,Line A,Product Beta,1411,89,9,16.11,Coating Defect,Material Shortage,1313,0.0631,0.0064
560,2025-03-04,Afternoon,Line A,Product Gamma,1370,44,12,63.35,Assembly Error,Mechanical Failure,1314,0.0321,0.0088
561,2025-03-04,Night,Line A,Product Delta,1277,36,6,64.02,Dimensional Error,Material Shortage,1235,0.0282,0.0047
562,2025-03-04,Morning,Line B,Product Beta,1348,70,13,23.66,Assembly Error,Changeover,1265,0.0519,0.0096
563,2025-03-04,Afternoon,Line B,Product Gamma,1339,83,12,55.24,Coating Defect,Maintenance,1244,0.062,0.009
564,2025-03-04,Night,Line B,Product Gamma,1104,15,4,75.99,Dimensional Error,Changeover,1085,0.0136,0.0036
565,2025-03-04,Morning,Line C,Product Gamma,1164,69,11,72.37,Coating Defect,Changeover,1084,0.0593,0.0095
566,2025-03-04,Afternoon,Line C,Product Gamma,1012,28,5,10.47,Surface Defect,,979,0.0277,0.0049
567,2025-03-04,Night,Line C,Product Delta,1046,60,15,14.4,Coating Defect,,971,0.0574,0.0143
568,2025-03-05,Morning,Line A,Product Gamma,1434,61,14,20.26,Coating Defect,Material Shortage,1359,0.0425,0.0098
569,2025-03-05,Afternoon,Line A,Product Beta,1511,81,7,46.5,Surface Defect,Changeover,1423,0.0536,0.0046
570,2025-03-05,Night,Line A,Product Beta,1283,26,4,54.58,Assembly Error,Changeover,1253,0.0203,0.0031
571,2025-03-05,Morning,Line B,Product Alpha,1216,72,15,51.43,Surface Defect,Quality Issue,1129,0.0592,0.0123
572,2025-03-05,Afternoon,Line B,Product Alpha,1274,16,3,19.58,Dimensional Error,Material Shortage,1255,0.0126,0.0024
573,2025-03-05,Night,Line B,Product Delta,1153,70,15,41.5,Coating Defect,Changeover,1068,0.0607,0.013
574,2025-03-05,Morning,Line C,Product Delta,1214,62,6,34.31,Assembly Error,Maintenance,1146,0.0511,0.0049
575,2025-03-05,Afternoon,Line C,Product Gamma,1149,31,8,19.75,Assembly Error,Quality Issue,1110,0.027,0.007
576,2025-03-05,Night,Line C,Product Delta,989,24,4,80.06,Surface Defect,Material Shortage,961,0.0243,0.004
577,2025-03-06,Morning,Line A,Product Alpha,1422,32,8,75.62,Coating Defect,Changeover,1382,0.0225,0.0056
578,2025-03-06,Afternoon,Line A,Product Alpha,1506,55,10,72.84,Assembly Error,Changeover,1441,0.0365,0.0066
579,2025-03-06,Night,Line A,Product Alpha,1317,44,8,49.92,Dimensional Error,Mechanical Failure,1265,0.0334,0.0061
580,2025-03-06,Morning,Line B,Product Delta,1228,55,5,37.74,Surface Defect,Mechanical Failure,1168,0.0448,0.0041
581,2025-03-06,Afternoon,Line B,Product Beta,1169,51,7,58.35,Assembly Error,Changeover,1111,0.0436,0.006
582,2025-03-06,Night,Line B,Product Delta,1134,27,7,8.2,Dimensional Error,,1100,0.0238,0.0062
583,2025-03-06,Morning,Line C,Product Beta,1080,32,10,74.42,Dimensional Error,Material Shortage,1038,0.0296,0.0093
584,2025-03-06,Afternoon,Line C,Product Gamma,1078,63,15,64.53,Surface Defect,Changeover,1000,0.0584,0.0139
585,2025-03-06,Night,Line C,Product Beta,1018,13,3,63.82,Coating Defect,Changeover,1002,0.0128,0.0029
586,2025-03-07,Morning,Line A,Product Alpha,1491,30,8,54.8,Surface Defect,Mechanical Failure,1453,0.0201,0.0054
587,2025-03-07,Afternoon,Line A,Product Delta,1423,67,19,69.96,Surface Defect,Quality Issue,1337,0.0471,0.0134
588,2025-03-07,Night,Line A,Product Delta,1436,75,13,35.48,Dimensional Error,Quality Issue,1348,0.0522,0.0091
589,2025-03-07,Morning,Line B,Product Beta,1256,24,5,32.98,Dimensional Error,Mechanical Failure,1227,0.0191,0.004
590,2025-03-07,Afternoon,Line B,Product Gamma,1329,42,4,16.19,Surface Defect,Material Shortage,1283,0.0316,0.003
591,2025-03-07,Night,Line B,Product Alpha,1188,60,14,14.98,Dimensional Error,,1114,0.0505,0.0118
592,2025-03-07,Morning,Line C,Product Gamma,1050,45,13,68.93,Coating Defect,Maintenance,992,0.0429,0.0124
593,2025-03-07,Afternoon,Line C,Product Beta,1113,66,12,41.91,Dimensional Error,Mechanical Failure,1035,0.0593,0.0108
594,2025-03-07,Night,Line C,Product Gamma,1084,53,5,63.02,Dimensional Error,Quality Issue,1026,0.0489,0.0046
595,2025-03-08,Morning,Line A,Product Gamma,1530,55,11,77.29,Dimensional Error,Material Shortage,1464,0.0359,0.0072
596,2025-03-08,Afternoon,Line A,Product Alpha,1513,35,10,23.78,Dimensional Error,Mechanical Failure,1468,0.0231,0.0066
597,2025-03-08,Night,Line A,Product Beta,1414,40,10,74.41,Coating Defect,Changeover,1364,0.0283,0.0071
598,2025-03-08,Morning,Line B,Product Gamma,1280,54,12,75.76,Assembly Error,Material Shortage,1214,0.0422,0.0094
599,2025-03-08,Afternoon,Line B,Product Gamma,1268,32,4,70.89,Assembly Error,Mechanical Failure,1232,0.0252,0.0032
600,2025-03-08,Night,Line B,Product Delta,1165,36,6,42.19,Coating Defect,Changeover,1123,0.0309,0.0052
601,2025-03-08,Morning,Line C,Product Delta,1059,23,2,60.64,Surface Defect,Quality Issue,1034,0.0217,0.0019
602,2025-03-08,Afternoon,Line C,Product Gamma,1089,13,2,15.77,Coating Defect,Changeover,1074,0.0119,0.0018
603,2025-03-08,Night,Line C,Product Gamma,1036,9,1,81.12,Coating Defect,Changeover,1026,0.0087,0.001
604,2025-03-09,Morning,Line A,Product Delta,1478,79,23,30.44,Surface Defect,Mechanical Failure,1376,0.0535,0.0156
605,2025-03-09,Afternoon,Line A,Product Beta,1435,33,3,23.72,Surface Defect,Changeover,1399,0.023,0.0021
606,2025-03-09,Night,Line A,Product Delta,1418,46,5,35.11,Surface Defect,Quality Issue,1367,0.0324,0.0035
607,2025-03-09,Morning,Line B,Product Delta,1276,75,21,44.05,Dimensional Error,Maintenance,1180,0.0588,0.0165
608,2025-03-09,Afternoon,Line B,Product Alpha,1326,32,5,47.05,Assembly Error,Material Shortage,1289,0.0241,0.0038
609,2025-03-09,Night,Line B,Product Alpha,1191,68,16,67.25,Dimensional Error,Mechanical Failure,1107,0.0571,0.0134
610,2025-03-09,Morning,Line C,Product Gamma,1093,36,6,32.94,Dimensional Error,Quality Issue,1051,0.0329,0.0055
611,2025-03-09,Afternoon,Line C,Product Gamma,1032,44,6,11.98,Dimensional Error,,982,0.0426,0.0058
612,2025-03-09,Night,Line C,Product Gamma,1004,47,5,15.31,Coating Defect,Changeover,952,0.0468,0.005
613,2025-03-10,Morning,Line A,Product Alpha,1463,18,2,45.83,Assembly Error,Changeover,1443,0.0123,0.0014
614,2025-03-10,Afternoon,Line A,Product Beta,1509,33,7,22.51,Coating Defect,Maintenance,1469,0.0219,0.0046
615,2025-03-10,Night,Line A,Product Gamma,1414,79,11,35.4,Dimensional Error,Quality Issue,1324,0.0559,0.0078
616,2025-03-10,Morning,Line B,Product Delta,1227,66,9,54.21,Surface Defect,Changeover,1152,0.0538,0.0073
617,2025-03-10,Afternoon,Line B,Product Beta,1197,72,17,82.01,Assembly Error,Material Shortage,1108,0.0602,0.0142
618,2025-03-10,Night,Line B,Product Beta,1093,42,10,38.11,Coating Defect,Quality Issue,1041,0.0384,0.0091
619,2025-03-10,Morning,Line C,Product Delta,1086,62,18,47.91,Surface Defect,Quality Issue,1006,0.0571,0.0166
620,2025-03-10,Afternoon,Line C,Product Gamma,1175,26,7,64.83,Surface Defect,Changeover,1142,0.0221,0.006
621,2025-03-10,Night,Line C,Product Gamma,962,57,14,54.25,Assembly Error,Changeover,891,0.0593,0.0146
622,2025-03-11,Morning,Line A,Product Gamma,1521,75,22,13.9,Dimensional Error,,1424,0.0493,0.0145
623,2025-03-11,Afternoon,Line A,Product Beta,1517,19,3,74.23,Coating Defect,Quality Issue,1495,0.0125,0.002
624,2025-03-11,Night,Line A,Product Delta,1394,22,4,29.37,Assembly Error,Changeover,1368,0.0158,0.0029
625,2025-03-11,Morning,Line B,Product Alpha,1225,59,6,66.45,Coating Defect,Maintenance,1160,0.0482,0.0049
626,2025-03-11,Afternoon,Line B,Product Gamma,1340,67,16,31.89,Dimensional Error,Mechanical Failure,1257,0.05,0.0119
627,2025-03-11,Night,Line B,Product Gamma,1186,52,9,39.47,Surface Defect,Maintenance,1125,0.0438,0.0076
628,2025-03-11,Morning,Line C,Product Alpha,1061,55,8,48.66,Assembly Error,Changeover,998,0.0518,0.0075
629,2025-03-11,Afternoon,Line C,Product Gamma,1116,29,5,31.28,Coating Defect,Material Shortage,1082,0.026,0.0045
630,2025-03-11,Night,Line C,Product Alpha,1012,28,4,37.01,Surface Defect,Mechanical Failure,980,0.0277,0.004
631,2025-03-12,Morning,Line A,Product Alpha,1458,71,12,55.13,Assembly Error,Mechanical Failure,1375,0.0487,0.0082
632,2025-03-12,Afternoon,Line A,Product Alpha,1495,76,17,64.78,Coating Defect,Maintenance,1402,0.0508,0.0114
633,2025-03-12,Night,Line A,Product Beta,1335,25,6,59.87,Dimensional Error,Quality Issue,1304,0.0187,0.0045
634,2025-03-12,Morning,Line B,Product Gamma,1327,82,10,28.87,Dimensional Error,Quality Issue,1235,0.0618,0.0075
635,2025-03-12,Afternoon,Line B,Product Gamma,1217,76,12,70.9,Dimensional Error,Maintenance,1129,0.0624,0.0099
636,2025-03-12,Night,Line B,Product Delta,1099,66,17,66.65,Coating Defect,Mechanical Failure,1016,0.0601,0.0155
637,2025-03-12,Morning,Line C,Product Delta,1134,29,3,80.03,Coating Defect,Quality Issue,1102,0.0256,0.0026
638,2025-03-12,Afternoon,Line C,Product Alpha,1068,11,2,39.83,Assembly Error,Quality Issue,1055,0.0103,0.0019
639,2025-03-12,Night,Line C,Product Delta,1121,46,7,81.76,Assembly Error,Changeover,1068,0.041,0.0062
640,2025-03-13,Morning,Line A,Product Delta,1547,49,8,44.85,Surface Defect,Quality Issue,1490,0.0317,0.0052
641,2025-03-13,Afternoon,Line A,Product Beta,1464,23,5,55.97,Dimensional Error,Mechanical Failure,1436,0.0157,0.0034
642,2025-03-13,Night,Line A,Product Alpha,1419,82,11,57.85,Surface Defect,Quality Issue,1326,0.0578,0.0078
643,2025-03-13,Morning,Line B,Product Beta,1366,61,12,37.39,Surface Defect,Changeover,1293,0.0447,0.0088
644,2025-03-13,Afternoon,Line B,Product Gamma,1203,23,2,15.48,Dimensional Error,Maintenance,1178,0.0191,0.0017
645,2025-03-13,Night,Line B,Product Alpha,1092,41,10,47.92,Assembly Error,Quality Issue,1041,0.0375,0.0092
646,2025-03-13,Morning,Line C,Product Delta,1083,51,14,40.74,Dimensional Error,Mechanical Failure,1018,0.0471,0.0129
647,2025-03-13,Afternoon,Line C,Product Alpha,1174,12,1,63.46,Surface Defect,Changeover,1161,0.0102,0.0009
648,2025-03-13,Night,Line C,Product Alpha,990,26,8,53.77,Assembly Error,Material Shortage,956,0.0263,0.0081
649,2025-03-14,Morning,Line A,Product Gamma,1499,82,7,74.4,Coating Defect,Quality Issue,1410,0.0547,0.0047
650,2025-03-14,Afternoon,Line A,Product Delta,1401,45,12,37.95,Assembly Error,Changeover,1344,0.0321,0.0086
651,2025-03-14,Night,Line A,Product Gamma,1326,72,12,18.49,Coating Defect,Maintenance,1242,0.0543,0.009
652,2025-03-14,Morning,Line B,Product Gamma,1270,39,10,69.02,Coating Defect,Changeover,1221,0.0307,0.0079
653,2025-03-14,Afternoon,Line B,Product Alpha,1289,28,5,47.82,Coating Defect,Material Shortage,1256,0.0217,0.0039
654,2025-03-14,Night,Line B,Product Delta,1238,75,17,11.03,Coating Defect,,1146,0.0606,0.0137
655,2025-03-14,Morning,Line C,Product Gamma,1191,63,7,42.46,Assembly Error,Maintenance,1121,0.0529,0.0059
656,2025-03-14,Afternoon,Line C,Product Gamma,1013,31,9,64.71,Surface Defect,Maintenance,973,0.0306,0.0089
657,2025-03-14,Night,Line C,Product Delta,1083,33,9,73.39,Coating Defect,Material Shortage,1041,0.0305,0.0083
658,2025-03-15,Morning,Line A,Product Alpha,1425,34,8,64.82,Assembly Error,Material Shortage,1383,0.0239,0.0056
659,2025-03-15,Afternoon,Line A,Product Beta,1402,70,8,53.18,Coating Defect,Mechanical Failure,1324,0.0499,0.0057
660,2025-03-15,Night,Line A,Product Delta,1285,22,4,59.17,Dimensional Error,Changeover,1259,0.0171,0.0031
661,2025-03-15,Morning,Line B,Product Delta,1307,46,8,57.39,Assembly Error,Changeover,1253,0.0352,0.0061
662,2025-03-15,Afternoon,Line B,Product Gamma,1162,55,15,76.34,Assembly Error,Changeover,1092,0.0473,0.0129
663,2025-03-15,Night,Line B,Product Delta,1116,50,12,24.2,Assembly Error,Mechanical Failure,1054,0.0448,0.0108
664,2025-03-15,Morning,Line C,Product Alpha,1222,50,4,9.91,Coating Defect,,1168,0.0409,0.0033
665,2025-03-15,Afternoon,Line C,Product Beta,1035,55,12,51.57,Assembly Error,Changeover,968,0.0531,0.0116
666,2025-03-15,Night,Line C,Product Beta,1032,59,6,15.36,Dimensional Error,Quality Issue,967,0.0572,0.0058
667,2025-03-16,Morning,Line A,Product Alpha,1452,66,11,73.74,Dimensional Error,Quality Issue,1375,0.0455,0.0076
668,2025-03-16,Afternoon,Line A,Product Delta,1417,50,8,49.91,Surface Defect,Maintenance,1359,0.0353,0.0056
669,2025-03-16,Night,Line A,Product Gamma,1303,53,14,57.19,Coating Defect,Changeover,1236,0.0407,0.0107
670,2025-03-16,Morning,Line B,Product Gamma,1370,34,6,33.52,Dimensional Error,Maintenance,1330,0.0248,0.0044
671,2025-03-16,Afternoon,Line B,Product Beta,1197,69,7,19.33,Dimensional Error,Quality Issue,1121,0.0576,0.0058
672,2025-03-16,Night,Line B,Product Alpha,1252,18,3,11.37,Assembly Error,,1231,0.0144,0.0024
673,2025-03-16,Morning,Line C,Product Delta,1078,62,18,58.33,Assembly Error,Mechanical Failure,998,0.0575,0.0167
674,2025-03-16,Afternoon,Line C,Product Alpha,1113,67,20,33.96,Dimensional Error,Mechanical Failure,1026,0.0602,0.018
675,2025-03-16,Night,Line C,Product Alpha,1103,21,4,11.36,Coating Defect,,1078,0.019,0.0036
676,2025-03-17,Morning,Line A,Product Gamma,1430,26,8,36.35,Surface Defect,Quality Issue,1396,0.0182,0.0056
677,2025-03-17,Afternoon,Line A,Product Alpha,1515,49,13,33.27,Assembly Error,Changeover,1453,0.0323,0.0086
678,2025-03-17,Night,Line A,Product Delta,1344,44,8,58.97,Coating Defect,Material Shortage,1292,0.0327,0.006
679,2025-03-17,Morning,Line B,Product Beta,1310,74,22,65.23,Assembly Error,Mechanical Failure,1214,0.0565,0.0168
680,2025-03-17,Afternoon,Line B,Product Delta,1188,31,7,39.14,Coating Defect,Quality Issue,1150,0.0261,0.0059
681,2025-03-17,Night,Line B,Product Gamma,1248,40,7,57.54,Dimensional Error,Maintenance,1201,0.0321,0.0056
682,2025-03-17,Morning,Line C,Product Alpha,1192,19,3,60.36,Coating Defect,Mechanical Failure,1170,0.0159,0.0025
683,2025-03-17,Afternoon,Line C,Product Delta,1029,9,2,39.75,Assembly Error,Material Shortage,1018,0.0087,0.0019
684,2025-03-17,Night,Line C,Product Alpha,992,53,13,36.14,Coating Defect,Material Shortage,926,0.0534,0.0131
685,2025-03-18,Morning,Line A,Product Alpha,1494,14,2,27.67,Surface Defect,Material Shortage,1478,0.0094,0.0013
686,2025-03-18,Afternoon,Line A,Product Beta,1434,41,7,70.4,Assembly Error,Mechanical Failure,1386,0.0286,0.0049
687,2025-03-18,Night,Line A,Product Beta,1388,40,4,30.12,Coating Defect,Quality Issue,1344,0.0288,0.0029
688,2025-03-18,Morning,Line B,Product Alpha,1204,55,9,70.75,Surface Defect,Quality Issue,1140,0.0457,0.0075
689,2025-03-18,Afternoon,Line B,Product Beta,1185,75,19,33.55,Assembly Error,Changeover,1091,0.0633,0.016
690,2025-03-18,Night,Line B,Product Beta,1134,25,5,9.27,Surface Defect,,1104,0.022,0.0044
691,2025-03-18,Morning,Line C,Product Delta,1094,57,17,53.0,Dimensional Error,Changeover,1020,0.0521,0.0155
692,2025-03-18,Afternoon,Line C,Product Beta,1083,38,5,48.08,Coating Defect,Maintenance,1040,0.0351,0.0046
693,2025-03-18,Night,Line C,Product Gamma,1017,64,11,78.5,Assembly Error,Mechanical Failure,942,0.0629,0.0108
694,2025-03-19,Morning,Line A,Product Delta,1514,21,2,53.99,Surface Defect,Material Shortage,1491,0.0139,0.0013
695,2025-03-19,Afternoon,Line A,Product Delta,1429,20,6,36.59,Assembly Error,Mechanical Failure,1403,0.014,0.0042
696,2025-03-19,Night,Line A,Product Delta,1310,28,7,14.52,Coating Defect,,1275,0.0214,0.0053
697,2025-03-19,Morning,Line B,Product Beta,1344,61,10,47.18,Surface Defect,Mechanical Failure,1273,0.0454,0.0074
698,2025-03-19,Afternoon,Line B,Product Gamma,1290,58,15,64.12,Surface Defect,Material Shortage,1217,0.045,0.0116
699,2025-03-19,Night,Line B,Product Gamma,1163,24,7,61.93,Coating Defect,Mechanical Failure,1132,0.0206,0.006
700,2025-03-19,Morning,Line C,Product Beta,1146,62,5,24.54,Assembly Error,Mechanical Failure,1079,0.0541,0.0044
701,2025-03-19,Afternoon,Line C,Product Gamma,1160,46,5,59.75,Assembly Error,Mechanical Failure,1109,0.0397,0.0043
702,2025-03-19,Night,Line C,Product Gamma,1112,47,13,52.73,Assembly Error,Changeover,1052,0.0423,0.0117
703,2025-03-20,Morning,Line A,Product Alpha,1498,53,14,49.54,Coating Defect,Mechanical Failure,1431,0.0354,0.0093
704,2025-03-20,Afternoon,Line A,Product Alpha,1377,46,13,24.14,Assembly Error,Material Shortage,1318,0.0334,0.0094
705,2025-03-20,Night,Line A,Product Delta,1298,35,5,78.82,Assembly Error,Mechanical Failure,1258,0.027,0.0039
706,2025-03-20,Morning,Line B,Product Alpha,1226,45,7,29.21,Dimensional Error,Mechanical Failure,1174,0.0367,0.0057
707,2025-03-20,Afternoon,Line B,Product Gamma,1207,27,7,80.05,Assembly Error,Mechanical Failure,1173,0.0224,0.0058
708,2025-03-20,Night,Line B,Product Alpha,1221,64,6,56.44,Surface Defect,Material Shortage,1151,0.0524,0.0049
709,2025-03-20,Morning,Line C,Product Delta,1091,11,2,31.23,Dimensional Error,Material Shortage,1078,0.0101,0.0018
710,2025-03-20,Afternoon,Line C,Product Gamma,1141,63,17,61.39,Surface Defect,Quality Issue,1061,0.0552,0.0149
711,2025-03-20,Night,Line C,Product Alpha,1111,29,8,55.17,Coating Defect,Material Shortage,1074,0.0261,0.0072
712,2025-03-21,Morning,Line A,Product Gamma,1494,88,16,57.22,Coating Defect,Mechanical Failure,1390,0.0589,0.0107
713,2025-03-21,Afternoon,Line A,Product Delta,1454,26,5,11.49,Coating Defect,,1423,0.0179,0.0034
714,2025-03-21,Night,Line A,Product Gamma,1427,90,11,35.8,Surface Defect,Quality Issue,1326,0.0631,0.0077
715,2025-03-21,Morning,Line B,Product Alpha,1315,66,6,43.33,Assembly Error,Quality Issue,1243,0.0502,0.0046
716,2025-03-21,Afternoon,Line B,Product Alpha,1281,13,3,69.85,Surface Defect,Quality Issue,1265,0.0101,0.0023
717,2025-03-21,Night,Line B,Product Beta,1204,39,10,24.97,Surface Defect,Mechanical Failure,1155,0.0324,0.0083
718,2025-03-21,Morning,Line C,Product Delta,1184,45,6,69.26,Dimensional Error,Changeover,1133,0.038,0.0051
719,2025-03-21,Afternoon,Line C,Product Alpha,1166,68,20,12.83,Surface Defect,,1078,0.0583,0.0172
720,2025-03-21,Night,Line C,Product Beta,1030,50,13,44.03,Dimensional Error,Material Shortage,967,0.0485,0.0126
721,2025-03-22,Morning,Line A,Product Gamma,1478,16,1,19.4,Surface Defect,Changeover,1461,0.0108,0.0007
722,2025-03-22,Afternoon,Line A,Product Beta,1526,25,2,35.0,Assembly Error,Material Shortage,1499,0.0164,0.0013
723,2025-03-22,Night,Line A,Product Delta,1355,76,22,8.32,Coating Defect,,1257,0.0561,0.0162
724,2025-03-22,Morning,Line B,Product Gamma,1294,79,7,16.83,Dimensional Error,Quality Issue,1208,0.0611,0.0054
725,2025-03-22,Afternoon,Line B,Product Beta,1245,57,17,52.56,Assembly Error,Maintenance,1171,0.0458,0.0137
726,2025-03-22,Night,Line B,Product Beta,1092,26,6,15.9,Assembly Error,Maintenance,1060,0.0238,0.0055
727,2025-03-22,Morning,Line C,Product Beta,1117,38,7,20.23,Surface Defect,Mechanical Failure,1072,0.034,0.0063
728,2025-03-22,Afternoon,Line C,Product Alpha,1164,38,3,55.3,Assembly Error,Changeover,1123,0.0326,0.0026
729,2025-03-22,Night,Line C,Product Alpha,1053,31,7,82.81,Assembly Error,Mechanical Failure,1015,0.0294,0.0066
730,2025-03-23,Morning,Line A,Product Beta,1526,73,8,80.86,Coating Defect,Material Shortage,1445,0.0478,0.0052
731,2025-03-23,Afternoon,Line A,Product Alpha,1445,43,11,82.26,Surface Defect,Material Shortage,1391,0.0298,0.0076
732,2025-03-23,Night,Line A,Product Delta,1422,59,14,21.63,Assembly Error,Mechanical Failure,1349,0.0415,0.0098
733,2025-03-23,Morning,Line B,Product Gamma,1305,69,18,13.55,Assembly Error,,1218,0.0529,0.0138
734,2025-03-23,Afternoon,Line B,Product Alpha,1161,73,15,46.69,Coating Defect,Material Shortage,1073,0.0629,0.0129
735,2025-03-23,Night,Line B,Product Beta,1117,45,7,58.44,Coating Defect,Material Shortage,1065,0.0403,0.0063
736,2025-03-23,Morning,Line C,Product Beta,1186,15,4,72.71,Dimensional Error,Quality Issue,1167,0.0126,0.0034
737,2025-03-23,Afternoon,Line C,Product Delta,1057,43,13,29.57,Dimensional Error,Mechanical Failure,1001,0.0407,0.0123
738,2025-03-23,Night,Line C,Product Delta,1002,14,2,23.14,Surface Defect,Maintenance,986,0.014,0.002
739,2025-03-24,Morning,Line A,Product Delta,1567,44,4,80.26,Surface Defect,Quality Issue,1519,0.0281,0.0026
