record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason
774,2025-03-27,Night,Line C,Product Alpha,1065,55,11,30.53,Surface Defect,Mechanical Failure
775,2025-03-28,Morning,Line A,Product Beta,1554,89,18,22.71,Assembly Error,Material Shortage
776,2025-03-28,Afternoon,Line A,Product Gamma,1483,72,20,26.61,Coating Defect,Changeover
777,2025-03-28,Night,Line A,Product Gamma,1375,52,11,29.6,Assembly Error,Mechanical Failure
778,2025-03-28,Morning,Line B,Product Alpha,1314,79,18,82.11,Dimensional Error,Quality Issue
779,2025-03-28,Afternoon,Line B,Product Alpha,1183,39,6,81.32,Coating Defect,Mechanical Failure
780,2025-03-28,Night,Line B,Product Gamma,1198,48,10,38.05,Coating Defect,Changeover
781,2025-03-28,Morning,Line C,Product Alpha,1183,58,8,58.95,Dimensional Error,Quality Issue
782,2025-03-28,Afternoon,Line C,Product Delta,1107,49,11,38.88,Dimensional Error,Maintenance
783,2025-03-28,Night,Line C,Product Beta,980,29,5,12.18,Coating Defect,None
784,2025-03-29,Morning,Line A,Product Alpha,1514,55,12,30.21,Surface Defect,Changeover
785,2025-03-29,Afternoon,Line A,Product Gamma,1451,42,9,64.67,Dimensional Error,Mechanical Failure
786,2025-03-29,Night,Line A,Product Alpha,1333,21,6,19.15,Surface Defect,Mechanical Failure
787,2025-03-29,Morning,Line B,Product Alpha,1365,46,4,67.81,Dimensional Error,Changeover
788,2025-03-29,Afternoon,Line B,Product Alpha,1315,81,7,15.88,Assembly Error,Material Shortage
789,2025-03-29,Night,Line B,Product Delta,1240,53,10,80.83,Dimensional Error,Changeover
790,2025-03-29,Morning,Line C,Product Gamma,1107,17,4,74.81,Assembly Error,Changeover
791,2025-03-29,Afternoon,Line C,Product Beta,1176,67,15,13.53,Assembly Error,None
792,2025-03-29,Night,Line C,Product Delta,999,61,5,38,Dimensional Error,Mechanical Failure
793,2025-03-30,Morning,Line A,Product Gamma,1491,90,17,77.06,Dimensional Error,Changeover
794,2025-03-30,Afternoon,Line A,Product Delta,1488,22,3,70.32,Assembly Error,Material Shortage
795,2025-03-30,Night,Line A,Product Beta,1399,24,2,48.58,Dimensional Error,Maintenance
796,2025-03-30,Morning,Line B,Product Delta,1206,73,22,80.54,Assembly Error,Quality Issue
797,2025-03-30,Afternoon,Line B,Product Gamma,1179,16,4,70.11,Surface Defect,Maintenance
798,2025-03-30,Night,Line B,Product Gamma,1161,69,18,16.81,Dimensional Error,Mechanical Failure
799,2025-03-30,Morning,Line C,Product Alpha,1222,61,15,24.61,Dimensional Error,Mechanical Failure
800,2025-03-30,Afternoon,Line C,Product Alpha,1161,18,2,17.67,Dimensional Error,Quality Issue
801,2025-03-30,Night,Line C,Product Beta,1086,28,4,52.45,Coating Defect,Changeover
802,2025-03-31,Morning,Line A,Product Delta,1558,96,15,14.44,Assembly Error,None
803,2025-03-31,Afternoon,Line A,Product Gamma,1424,63,15,47.61,Dimensional Error,Quality Issue
804,2025-03-31,Night,Line A,Product Alpha,1376,80,21,55.96,Surface Defect,Mechanical Failure
805,2025-03-31,Morning,Line B,Product Gamma,1215,16,3,76.64,Surface Defect,Changeover
806,2025-03-31,Afternoon,Line B,Product Alpha,1333,42,7,49.21,Assembly Error,Material Shortage
807,2025-03-31,Night,Line B,Product Delta,1094,59,5,29.67,Surface Defect,Mechanical Failure
808,2025-03-31,Morning,Line C,Product Gamma,1162,58,15,25.67,Coating Defect,Maintenance
809,2025-03-31,Afternoon,Line C,Product Gamma,1163,43,6,65.85,Assembly Error,Material Shortage
810,2025-03-31,Night,Line C,Product Beta,1081,32,3,45.14,Assembly Error,Mechanical Failure
811,2025-04-01,Morning,Line A,Product Beta,1406,53,15,13.96,Surface Defect,None
812,2025-04-01,Afternoon,Line A,Product Gamma,1384,51,13,82.55,Surface Defect,Mechanical Failure
813,2025-04-01,Night,Line A,Product Alpha,1444,12,4,48.93,Coating Defect,Material Shortage
814,2025-04-01,Morning,Line B,Product Alpha,1261,43,12,23.75,Surface Defect,Quality Issue
815,2025-04-01,Afternoon,Line B,Product Delta,1295,59,14,20.99,Surface Defect,Material Shortage
816,2025-04-01,Night,Line B,Product Gamma,1251,37,8,76.83,Coating Defect,Quality Issue
817,2025-04-01,Morning,Line C,Product Gamma,1160,37,10,46.65,Surface Defect,Mechanical Failure
818,2025-04-01,Afternoon,Line C,Product Delta,1155,20,5,27.1,Coating Defect,Changeover
819,2025-04-01,Night,Line C,Product Alpha,979,11,1,54.3,Coating Defect,Mechanical Failure
820,2025-04-02,Morning,Line A,Product Alpha,1506,13,4,65.88,Dimensional Error,Mechanical Failure
821,2025-04-02,Afternoon,Line A,Product Delta,1426,72,21,42.06,Assembly Error,Quality Issue
822,2025-04-02,Night,Line A,Product Beta,1427,87,17,72.05,Coating Defect,Changeover
823,2025-04-02,Morning,Line B,Product Beta,1242,37,5,30.77,Assembly Error,Changeover
824,2025-04-02,Afternoon,Line B,Product Alpha,1286,71,12,35.48,Assembly Error,Quality Issue
825,2025-04-02,Night,Line B,Product Beta,1205,57,15,66.67,Coating Defect,Maintenance
826,2025-04-02,Morning,Line C,Product Beta,1141,48,6,44.32,Surface Defect,Quality Issue
827,2025-04-02,Afternoon,Line C,Product Delta,1038,59,9,60.79,Assembly Error,Maintenance
828,2025-04-02,Night,Line C,Product Delta,1057,48,6,24.07,Coating Defect,Quality Issue
829,2025-04-03,Morning,Line A,Product Alpha,1553,77,19,16.57,Dimensional Error,Maintenance
830,2025-04-03,Afternoon,Line A,Product Beta,1477,17,2,37.44,Surface Defect,Mechanical Failure
831,2025-04-03,Night,Line A,Product Alpha,1362,74,21,8.12,Surface Defect,None
832,2025-04-03,Morning,Line B,Product Beta,1231,63,9,35.13,Surface Defect,Changeover
833,2025-04-03,Afternoon,Line B,Product Delta,1227,13,3,63.97,Surface Defect,Material Shortage
834,2025-04-03,Night,Line B,Product Alpha,1159,54,14,41.44,Assembly Error,Mechanical Failure
835,2025-04-03,Morning,Line C,Product Gamma,1078,32,3,40.57,Assembly Error,Quality Issue
836,2025-04-03,Afternoon,Line C,Product Gamma,1081,26,6,57.9,Surface Defect,Quality Issue
837,2025-04-03,Night,Line C,Product Alpha,1029,64,19,58.03,Dimensional Error,Maintenance
838,2025-04-04,Morning,Line A,Product Alpha,1483,71,16,57.56,Surface Defect,Changeover
839,2025-04-04,Afternoon,Line A,Product Gamma,1521,91,11,50.07,Dimensional Error,Maintenance
840,2025-04-04,Night,Line A,Product Gamma,1345,72,11,47.89,Surface Defect,Mechanical Failure
841,2025-04-04,Morning,Line B,Product Gamma,1280,58,9,56.93,Assembly Error,Changeover
842,2025-04-04,Afternoon,Line B,Product Delta,1172,30,4,77.87,Coating Defect,Quality Issue
843,2025-04-04,Night,Line B,Product Gamma,1139,10,2,31.89,Surface Defect,Material Shortage
844,2025-04-04,Morning,Line C,Product Gamma,1059,12,3,59.08,Dimensional Error,Material Shortage
845,2025-04-04,Afternoon,Line C,Product Alpha,1053,16,2,27.97,Dimensional Error,Mechanical Failure
846,2025-04-04,Night,Line C,Product Gamma,1033,21,2,68.63,Surface Defect,Maintenance
847,2025-04-05,Morning,Line A,Product Delta,1526,87,17,72.4,Dimensional Error,Mechanical Failure
848,2025-04-05,Afternoon,Line A,Product Beta,1417,40,9,45.08,Surface Defect,Changeover
849,2025-04-05,Night,Line A,Product Gamma,1292,27,2,66.84,Surface Defect,Material Shortage
850,2025-04-05,Morning,Line B,Product Alpha,1362,43,5,31.99,Surface Defect,Changeover
851,2025-04-05,Afternoon,Line B,Product Delta,1325,32,4,26.51,Surface Defect,Mechanical Failure
852,2025-04-05,Night,Line B,Product Alpha,1120,45,8,10,Coating Defect,None
853,2025-04-05,Morning,Line C,Product Beta,1129,65,12,20.12,Surface Defect,Material Shortage
854,2025-04-05,Afternoon,Line C,Product Delta,1062,29,5,75.53,Surface Defect,Mechanical Failure
855,2025-04-05,Night,Line C,Product Alpha,1020,58,17,80.54,Coating Defect,Material Shortage
856,2025-04-06,Morning,Line A,Product Alpha,1547,16,5,30.13,Assembly Error,Quality Issue
857,2025-04-06,Afternoon,Line A,Product Beta,1499,94,11,46.5,Dimensional Error,Maintenance
858,2025-04-06,Night,Line A,Product Beta,1370,83,12,80.68,Coating Defect,Quality Issue
859,2025-04-06,Morning,Line B,Product Alpha,1307,50,9,34.62,Assembly Error,Changeover
860,2025-04-06,Afternoon,Line B,Product Delta,1239,62,15,46.65,Dimensional Error,Material Shortage
861,2025-04-06,Night,Line B,Product Gamma,1206,54,8,13.9,Assembly Error,None
862,2025-04-06,Morning,Line C,Product Delta,1121,44,9,54.85,Coating Defect,Changeover
863,2025-04-06,Afternoon,Line C,Product Beta,1105,14,4,59.62,Coating Defect,Changeover
864,2025-04-06,Night,Line C,Product Gamma,1017,37,9,72.45,Assembly Error,Material Shortage
865,2025-04-07,Morning,Line A,Product Delta,1577,51,8,32.18,Dimensional Error,Quality Issue
866,2025-04-07,Afternoon,Line A,Product Delta,1436,18,5,51.36,Dimensional Error,Maintenance
867,2025-04-07,Night,Line A,Product Alpha,1276,45,7,81.02,Dimensional Error,Changeover
868,2025-04-07,Morning,Line B,Product Gamma,1352,57,14,47.03,Assembly Error,Quality Issue
869,2025-04-07,Afternoon,Line B,Product Delta,1328,68,20,58.47,Dimensional Error,Material Shortage
870,2025-04-07,Night,Line B,Product Gamma,1237,63,12,30.92,Assembly Error,Quality Issue
871,2025-04-07,Morning,Line C,Product Gamma,1200,53,11,68.26,Surface Defect,Quality Issue
872,2025-04-07,Afternoon,Line C,Product Delta,1088,52,12,25.42,Dimensional Error,Changeover
873,2025-04-07,Night,Line C,Product Delta,974,49,12,59.79,Coating Defect,Quality Issue
874,2025-04-08,Morning,Line A,Product Gamma,1485,12,2,70.75,Coating Defect,Quality Issue
875,2025-04-08,Afternoon,Line A,Product Beta,1512,54,10,58.58,Dimensional Error,Mechanical Failure
876,2025-04-08,Night,Line A,Product Alpha,1439,71,7,11.46,Dimensional Error,None
877,2025-04-08,Morning,Line B,Product Beta,1252,60,13,22.15,Surface Defect,Maintenance
878,2025-04-08,Afternoon,Line B,Product Alpha,1252,62,5,50.32,Dimensional Error,Maintenance
879,2025-04-08,Night,Line B,Product Beta,1174,71,18,69.06,Coating Defect,Changeover
880,2025-04-08,Morning,Line C,Product Alpha,1134,54,11,44.67,Assembly Error,Maintenance
881,2025-04-08,Afternoon,Line C,Product Gamma,1187,56,6,23.82,Dimensional Error,Maintenance
882,2025-04-08,Night,Line C,Product Gamma,979,48,10,81.94,Coating Defect,Changeover
883,2025-04-09,Morning,Line A,Product Delta,1478,13,2,76.65,Assembly Error,Changeover
884,2025-04-09,Afternoon,Line A,Product Gamma,1368,21,5,35.36,Surface Defect,Maintenance
885,2025-04-09,Night,Line A,Product Alpha,1439,44,6,24.63,Dimensional Error,Mechanical Failure
886,2025-04-09,Morning,Line B,Product Alpha,1356,17,2,45.56,Dimensional Error,Mechanical Failure
887,2025-04-09,Afternoon,Line B,Product Beta,1318,53,10,32.49,Coating Defect,Changeover
888,2025-04-09,Night,Line B,Product Beta,1114,19,3,13.07,Assembly Error,None
889,2025-04-09,Morning,Line C,Product Alpha,1061,16,3,66.99,Assembly Error,Changeover
890,2025-04-09,Afternoon,Line C,Product Alpha,1136,34,10,72.82,Coating Defect,Changeover
891,2025-04-09,Night,Line C,Product Alpha,1083,22,3,29.79,Surface Defect,Maintenance
892,2025-04-10,Morning,Line A,Product Gamma,1467,48,11,71.1,Surface Defect,Mechanical Failure
893,2025-04-10,Afternoon,Line A,Product Beta,1509,38,5,45.31,Dimensional Error,Material Shortage
894,2025-04-10,Night,Line A,Product Beta,1418,49,7,78.59,Dimensional Error,Maintenance
895,2025-04-10,Morning,Line B,Product Beta,1268,68,18,17.58,Surface Defect,Maintenance
896,2025-04-10,Afternoon,Line B,Product Gamma,1184,27,8,31.52,Surface Defect,Mechanical Failure
897,2025-04-10,Night,Line B,Product Beta,1144,37,4,57.66,Surface Defect,Material Shortage
898,2025-04-10,Morning,Line C,Product Alpha,1082,64,11,57.03,Assembly Error,Quality Issue
899,2025-04-10,Afternoon,Line C,Product Gamma,1028,37,9,40.11,Assembly Error,Quality Issue
900,2025-04-10,Night,Line C,Product Delta,1098,17,5,73.42,Assembly Error,Changeover
901,2025-04-11,Morning,Line A,Product Beta,1418,78,22,60.99,Surface Defect,Changeover
902,2025-04-11,Afternoon,Line A,Product Gamma,1445,89,11,45.4,Assembly Error,Changeover
903,2025-04-11,Night,Line A,Product Delta,1378,23,3,25.4,Surface Defect,Mechanical Failure
904,2025-04-11,Morning,Line B,Product Alpha,1302,38,10,18.85,Dimensional Error,Changeover
905,2025-04-11,Afternoon,Line B,Product Alpha,1282,25,7,75.98,Assembly Error,Mechanical Failure
906,2025-04-11,Night,Line B,Product Gamma,1257,43,7,30.02,Assembly Error,Mechanical Failure
907,2025-04-11,Morning,Line C,Product Alpha,1105,46,6,67.04,Assembly Error,Maintenance
908,2025-04-11,Afternoon,Line C,Product Alpha,1050,53,13,73.99,Surface Defect,Material Shortage
909,2025-04-11,Night,Line C,Product Alpha,957,43,7,29.1,Assembly Error,Quality Issue
910,2025-04-12,Morning,Line A,Product Beta,1493,53,9,57.9,Surface Defect,Material Shortage
911,2025-04-12,Afternoon,Line A,Product Alpha,1513,89,15,28.03,Dimensional Error,Maintenance
912,2025-04-12,Night,Line A,Product Delta,1378,58,6,72.32,Surface Defect,Material Shortage
913,2025-04-12,Morning,Line B,Product Alpha,1206,40,11,37.99,Surface Defect,Quality Issue
914,2025-04-12,Afternoon,Line B,Product Delta,1315,56,9,68.99,Surface Defect,Quality Issue
915,2025-04-12,Night,Line B,Product Delta,1115,21,4,42.2,Coating Defect,Changeover
916,2025-04-12,Morning,Line C,Product Delta,1084,62,13,52.62,Coating Defect,Maintenance
917,2025-04-12,Afternoon,Line C,Product Beta,1029,27,8,9.34,Dimensional Error,None
918,2025-04-12,Night,Line C,Product Gamma,1042,52,11,57.58,Surface Defect,Maintenance
919,2025-04-13,Morning,Line A,Product Beta,1496,17,2,76.3,Coating Defect,Maintenance
920,2025-04-13,Afternoon,Line A,Product Gamma,1482,90,17,8.38,Assembly Error,None
921,2025-04-13,Night,Line A,Product Delta,1283,15,2,68.91,Coating Defect,Mechanical Failure
922,2025-04-13,Morning,Line B,Product Delta,1230,50,8,61.67,Coating Defect,Changeover
923,2025-04-13,Afternoon,Line B,Product Alpha,1191,32,7,57.92,Coating Defect,Mechanical Failure
924,2025-04-13,Night,Line B,Product Gamma,1118,15,4,24.09,Surface Defect,Mechanical Failure
925,2025-04-13,Morning,Line C,Product Delta,1078,17,4,30.6,Assembly Error,Maintenance
926,2025-04-13,Afternoon,Line C,Product Alpha,1076,29,4,36.74,Dimensional Error,Material Shortage
927,2025-04-13,Night,Line C,Product Alpha,977,9,1,42.24,Coating Defect,Changeover
928,2025-04-14,Morning,Line A,Product Beta,1551,35,7,43.34,Dimensional Error,Maintenance
929,2025-04-14,Afternoon,Line A,Product Delta,1377,64,14,15.34,Dimensional Error,Material Shortage
930,2025-04-14,Night,Line A,Product Gamma,1404,22,6,46.07,Dimensional Error,Changeover
931,2025-04-14,Morning,Line B,Product Delta,1288,16,5,81.34,Coating Defect,Quality Issue
932,2025-04-14,Afternoon,Line B,Product Gamma,1328,23,3,60.87,Dimensional Error,Material Shortage
933,2025-04-14,Night,Line B,Product Gamma,1128,48,8,29.64,Assembly Error,Mechanical Failure
934,2025-04-14,Morning,Line C,Product Gamma,1053,57,7,29.73,Dimensional Error,Quality Issue
935,2025-04-14,Afternoon,Line C,Product Delta,1060,40,7,50.67,Surface Defect,Quality Issue
936,2025-04-14,Night,Line C,Product Alpha,1116,12,3,79.35,Coating Defect,Maintenance
937,2025-04-15,Morning,Line A,Product Gamma,1475,46,13,69.91,Coating Defect,Maintenance
938,2025-04-15,Afternoon,Line A,Product Alpha,1427,47,5,16.83,Assembly Error,Mechanical Failure
939,2025-04-15,Night,Line A,Product Beta,1315,61,14,64.85,Surface Defect,Quality Issue
940,2025-04-15,Morning,Line B,Product Delta,1343,33,4,16.94,Surface Defect,Mechanical Failure
941,2025-04-15,Afternoon,Line B,Product Alpha,1285,21,2,33.14,Assembly Error,Mechanical Failure
942,2025-04-15,Night,Line B,Product Gamma,1093,46,5,49.29,Surface Defect,Mechanical Failure
943,2025-04-15,Morning,Line C,Product Beta,1202,25,6,50.34,Assembly Error,Maintenance
944,2025-04-15,Afternoon,Line C,Product Delta,1069,58,14,72.41,Surface Defect,Material Shortage
945,2025-04-15,Night,Line C,Product Gamma,1054,21,3,42.19,Coating Defect,Mechanical Failure
946,2025-04-16,Morning,Line A,Product Gamma,1445,48,10,76.33,Surface Defect,Mechanical Failure
947,2025-04-16,Afternoon,Line A,Product Beta,1364,47,8,60.15,Coating Defect,Mechanical Failure
948,2025-04-16,Night,Line A,Product Beta,1323,73,21,17.54,Dimensional Error,Maintenance
949,2025-04-16,Morning,Line B,Product Beta,1310,64,9,64.2,Surface Defect,Mechanical Failure
950,2025-04-16,Afternoon,Line B,Product Delta,1251,57,12,24.87,Surface Defect,Material Shortage
951,2025-04-16,Night,Line B,Product Beta,1250,43,5,68.7,Assembly Error,Material Shortage
952,2025-04-16,Morning,Line C,Product Delta,1200,60,16,68.65,Surface Defect,Changeover
953,2025-04-16,Afternoon,Line C,Product Alpha,1141,15,4,44.41,Dimensional Error,Mechanical Failure
954,2025-04-16,Night,Line C,Product Delta,1063,66,18,44.59,Surface Defect,Quality Issue
955,2025-04-17,Morning,Line A,Product Delta,1405,70,18,28.33,Surface Defect,Mechanical Failure
956,2025-04-17,Afternoon,Line A,Product Beta,1361,56,12,82.97,Dimensional Error,Mechanical Failure
957,2025-04-17,Night,Line A,Product Beta,1290,40,8,71.42,Assembly Error,Material Shortage
958,2025-04-17,Morning,Line B,Product Delta,1200,27,4,45.27,Coating Defect,Mechanical Failure
959,2025-04-17,Afternoon,Line B,Product Alpha,1167,39,9,12.93,Assembly Error,None
960,2025-04-17,Night,Line B,Product Delta,1220,49,10,63.45,Surface Defect,Quality Issue
961,2025-04-17,Morning,Line C,Product Beta,1061,40,10,42.37,Coating Defect,Changeover
962,2025-04-17,Afternoon,Line C,Product Gamma,1078,54,5,75.03,Coating Defect,Quality Issue
963,2025-04-17,Night,Line C,Product Delta,999,55,5,55.27,Dimensional Error,Maintenance
964,2025-04-18,Morning,Line A,Product Delta,1458,68,20,19.64,Dimensional Error,Material Shortage
965,2025-04-18,Afternoon,Line A,Product Beta,1435,63,8,47,Dimensional Error,Material Shortage
966,2025-04-18,Night,Line A,Product Alpha,1338,23,3,23.6,Surface Defect,Mechanical Failure
967,2025-04-18,Morning,Line B,Product Delta,1375,45,8,46.18,Surface Defect,Material Shortage
968,2025-04-18,Afternoon,Line B,Product Gamma,1161,33,7,76.11,Coating Defect,Material Shortage
969,2025-04-18,Night,Line B,Product Alpha,1245,54,10,66,Surface Defect,Maintenance
970,2025-04-18,Morning,Line C,Product Delta,1153,51,15,50.71,Dimensional Error,Changeover
971,2025-04-18,Afternoon,Line C,Product Delta,1107,58,17,77.01,Assembly Error,Changeover
972,2025-04-18,Night,Line C,Product Beta,1099,29,7,50.94,Surface Defect,Maintenance
973,2025-04-19,Morning,Line A,Product Gamma,1562,44,8,74.76,Dimensional Error,Changeover
974,2025-04-19,Afternoon,Line A,Product Alpha,1466,17,2,8.21,Surface Defect,None
975,2025-04-19,Night,Line A,Product Beta,1274,32,8,69.65,Coating Defect,Mechanical Failure
976,2025-04-19,Morning,Line B,Product Gamma,1301,69,6,31.28,Dimensional Error,Mechanical Failure
977,2025-04-19,Afternoon,Line B,Product Delta,1281,54,16,57.15,Assembly Error,Quality Issue
978,2025-04-19,Night,Line B,Product Delta,1150,21,5,55.29,Assembly Error,Mechanical Failure
979,2025-04-19,Morning,Line C,Product Alpha,1102,47,12,22.78,Dimensional Error,Material Shortage
980,2025-04-19,Afternoon,Line C,Product Gamma,1017,47,10,46.62,Coating Defect,Quality Issue
981,2025-04-19,Night,Line C,Product Beta,951,16,3,65.86,Assembly Error,Maintenance
982,2025-04-20,Morning,Line A,Product Alpha,1519,23,5,60.91,Assembly Error,Mechanical Failure
983,2025-04-20,Afternoon,Line A,Product Beta,1374,23,6,34.93,Assembly Error,Material Shortage
984,2025-04-20,Night,Line A,Product Gamma,1415,59,16,63.53,Dimensional Error,Quality Issue
985,2025-04-20,Morning,Line B,Product Alpha,1244,41,12,12.65,Coating Defect,None
986,2025-04-20,Afternoon,Line B,Product Gamma,1173,70,19,13.02,Surface Defect,None
987,2025-04-20,Night,Line B,Product Gamma,1111,11,3,82,Surface Defect,Maintenance
988,2025-04-20,Morning,Line C,Product Delta,1069,15,3,47.97,Dimensional Error,Changeover
989,2025-04-20,Afternoon,Line C,Product Alpha,1043,60,5,37.42,Coating Defect,Quality Issue
990,2025-04-20,Night,Line C,Product Beta,994,56,6,12.55,Coating Defect,None
991,2025-04-21,Morning,Line A,Product Gamma,1424,61,9,49.59,Assembly Error,Maintenance
992,2025-04-21,Afternoon,Line A,Product Beta,1360,80,14,59.17,Surface Defect,Changeover
993,2025-04-21,Night,Line A,Product Delta,1400,40,11,72.77,Surface Defect,Mechanical Failure
994,2025-04-21,Morning,Line B,Product Gamma,1366,59,9,36.46,Surface Defect,Material Shortage
995,2025-04-21,Afternoon,Line B,Product Beta,1198,44,11,20.33,Coating Defect,Quality Issue
996,2025-04-21,Night,Line B,Product Gamma,1213,74,10,63.71,Surface Defect,Changeover
997,2025-04-21,Morning,Line C,Product Beta,1118,27,6,27.96,Coating Defect,Mechanical Failure
998,2025-04-21,Afternoon,Line C,Product Delta,1075,64,18,37.69,Assembly Error,Quality Issue
999,2025-04-21,Night,Line C,Product Delta,1053,30,4,44.55,Coating Defect,Quality Issue
1000,2025-04-22,Morning,Line A,Product Delta,1488,20,4,12.55,Dimensional Error,None
1001,2025-04-22,Afternoon,Line A,Product Alpha,1508,50,6,16.79,Assembly Error,Changeover
1002,2025-04-22,Night,Line A,Product Delta,1361,56,14,19.77,Assembly Error,Material Shortage
1003,2025-04-22,Morning,Line B,Product Delta,1351,16,2,60.83,Assembly Error,Material Shortage
1004,2025-04-22,Afternoon,Line B,Product Beta,1200,55,15,32.25,Dimensional Error,Maintenance
1005,2025-04-22,Night,Line B,Product Delta,1160,52,13,72.83,Assembly Error,Mechanical Failure
1006,2025-04-22,Morning,Line C,Product Delta,1049,36,4,71.7,Surface Defect,Mechanical Failure
1007,2025-04-22,Afternoon,Line C,Product Gamma,1046,48,5,54.75,Assembly Error,Maintenance
1008,2025-04-22,Night,Line C,Product Gamma,1008,58,16,77.16,Coating Defect,Material Shortage
1009,2025-04-23,Morning,Line A,Product Gamma,1480,14,3,61.7,Dimensional Error,Changeover
1010,2025-04-23,Afternoon,Line A,Product Beta,1484,85,15,35.02,Coating Defect,Mechanical Failure
1011,2025-04-23,Night,Line A,Product Alpha,1347,60,18,44.28,Surface Defect,Quality Issue
1012,2025-04-23,Morning,Line B,Product Alpha,1373,23,4,38.07,Assembly Error,Material Shortage
1013,2025-04-23,Afternoon,Line B,Product Gamma,1312,60,12,66.81,Dimensional Error,Maintenance
1014,2025-04-23,Night,Line B,Product Gamma,1193,41,5,76,Dimensional Error,Quality Issue
1015,2025-04-23,Morning,Line C,Product Alpha,1118,55,10,75.94,Dimensional Error,Mechanical Failure
1016,2025-04-23,Afternoon,Line C,Product Beta,1039,40,10,11.92,Surface Defect,None
1017,2025-04-23,Night,Line C,Product Alpha,1031,50,11,76.8,Coating Defect,Material Shortage
1018,2025-04-24,Morning,Line A,Product Beta,1496,85,25,77.89,Surface Defect,Changeover
1019,2025-04-24,Afternoon,Line A,Product Beta,1426,46,7,36.05,Surface Defect,Maintenance
1020,2025-04-24,Night,Line A,Product Delta,1365,30,8,25.08,Surface Defect,Material Shortage
1021,2025-04-24,Morning,Line B,Product Alpha,1263,50,5,66.51,Surface Defect,Maintenance
1022,2025-04-24,Afternoon,Line B,Product Alpha,1335,82,19,56.05,Assembly Error,Maintenance
1023,2025-04-24,Night,Line B,Product Gamma,1149,42,3,56.04,Dimensional Error,Material Shortage
1024,2025-04-24,Morning,Line C,Product Gamma,1055,58,8,73.35,Coating Defect,Changeover
1025,2025-04-24,Afternoon,Line C,Product Beta,1162,27,4,53.31,Surface Defect,Maintenance
1026,2025-04-24,Night,Line C,Product Alpha,976,39,7,76.24,Surface Defect,Maintenance
1027,2025-04-25,Morning,Line A,Product Beta,1493,88,25,53.06,Assembly Error,Mechanical Failure
1028,2025-04-25,Afternoon,Line A,Product Delta,1493,14,2,68.79,Dimensional Error,Maintenance
1029,2025-04-25,Night,Line A,Product Alpha,1289,73,10,75.72,Surface Defect,Maintenance
1030,2025-04-25,Morning,Line B,Product Gamma,1261,25,6,25.75,Assembly Error,Maintenance
1031,2025-04-25,Afternoon,Line B,Product Gamma,1192,52,7,20.77,Coating Defect,Mechanical Failure
1032,2025-04-25,Night,Line B,Product Delta,1145,67,8,81.49,Assembly Error,Maintenance
1033,2025-04-25,Morning,Line C,Product Alpha,1065,33,6,38.38,Assembly Error,Quality Issue
1034,2025-04-25,Afternoon,Line C,Product Beta,1150,71,13,51.94,Surface Defect,Material Shortage
1035,2025-04-25,Night,Line C,Product Gamma,983,51,13,36.75,Coating Defect,Maintenance
1036,2025-04-26,Morning,Line A,Product Alpha,1542,64,15,28.51,Assembly Error,Quality Issue
1037,2025-04-26,Afternoon,Line A,Product Alpha,1540,73,9,53.7,Assembly Error,Changeover
1038,2025-04-26,Night,Line A,Product Alpha,1370,13,2,69.21,Surface Defect,Mechanical Failure
1039,2025-04-26,Morning,Line B,Product Alpha,1272,47,12,61.49,Surface Defect,Mechanical Failure
1040,2025-04-26,Afternoon,Line B,Product Alpha,1339,49,7,66.17,Assembly Error,Changeover
1041,2025-04-26,Night,Line B,Product Delta,1086,21,4,49.35,Dimensional Error,Mechanical Failure
1042,2025-04-26,Morning,Line C,Product Delta,1182,61,10,64.91,Coating Defect,Changeover
1043,2025-04-26,Afternoon,Line C,Product Beta,1130,63,12,54.97,Dimensional Error,Maintenance
1044,2025-04-26,Night,Line C,Product Gamma,1093,68,11,8.95,Coating Defect,None
1045,2025-04-27,Morning,Line A,Product Delta,1459,61,14,69.37,Assembly Error,Material Shortage
1046,2025-04-27,Afternoon,Line A,Product Delta,1361,28,2,61.68,Dimensional Error,Changeover
1047,2025-04-27,Night,Line A,Product Alpha,1363,33,6,18.6,Surface Defect,Material Shortage
1048,2025-04-27,Morning,Line B,Product Beta,1199,16,4,29.84,Assembly Error,Maintenance
1049,2025-04-27,Afternoon,Line B,Product Gamma,1243,16,2,15.86,Coating Defect,Material Shortage
1050,2025-04-27,Night,Line B,Product Gamma,1232,32,5,41.01,Coating Defect,Material Shortage
1051,2025-04-27,Morning,Line C,Product Alpha,1184,58,11,12.26,Coating Defect,None
1052,2025-04-27,Afternoon,Line C,Product Beta,1182,50,14,78.31,Dimensional Error,Quality Issue
1053,2025-04-27,Night,Line C,Product Gamma,957,53,14,34.99,Dimensional Error,Material Shortage
1054,2025-04-28,Morning,Line A,Product Gamma,1459,73,20,24.82,Coating Defect,Quality Issue
1055,2025-04-28,Afternoon,Line A,Product Beta,1422,62,16,21.57,Dimensional Error,Quality Issue
1056,2025-04-28,Night,Line A,Product Alpha,1373,48,5,59.26,Dimensional Error,Quality Issue
1057,2025-04-28,Morning,Line B,Product Beta,1261,21,2,33.46,Dimensional Error,Changeover
1058,2025-04-28,Afternoon,Line B,Product Beta,1290,29,5,69.4,Coating Defect,Maintenance
1059,2025-04-28,Night,Line B,Product Delta,1256,19,3,44.78,Dimensional Error,Changeover
